,text,label
110,entrei no debate e acabei de ouvir o chifrudo do psdb falando em trazer player pro brasil  já basta de coreano né seu arrombado,0
111,marina é culta isso é fato mas viaja demais .. #debateband,0
112,"""tse nega pedido, e daciolo não poderá participar de debate""  https://t.co/zafzu8rspo",0
113,"gostaria de saber do jair bolsonaro sobre alavancar projetos como por exemplo, a zona franca do seminário no vale do jequitinhonha#debateredetv",1
114,@bolsonaroisrael @o_antagonista mas esses pilantras do pt podem tudo com aval do stf,0
115,"#cironarecord #debatenarecord ciro, seja meu presidente",1
116,daciolo já começou afrontando calma colega,1
117,"as pessoas que chamam daciolo de louco,  são os mesmos que criticavam o enéas.",0
118,a marina é linda,1
119,só falta o daciolo falar que os sapos estão virando gays por conta de hormonios na agua,0
120,aff... o chuchu tem muita cara de pau dizendo que não tá no governo! vai ter outro videozinho do temer hj?   oposição programática ao pt e ao temer quem fez foi o psol!  vote boulos e guajajara! vote 50!  #debatenaglobo #boulosnaglobo,0
121,mddc que podre gastar pergunta pra perguntar o que acha do lula mddc,0
122,"@miicaelemarques boulos é um louco, é um abortista do caralho",0
123,vamis ciro come o cy dele,0
124,adicionei um vídeo a uma playlist @youtube https://t.co/jfncl3of2e coisa boa aí! mega empresários se reúnem com bolsonaro e,1
125,"""quero deixar uma mensagem aqui para os ateus... vamos levar a nação a clamar ao senhor!""  daciolo, vocês vão me queimar? #debateband",0
126,brasil gostoso com ciro gomes,1
127,que merda que alckmin tá falando???????  ele quer empresas financiando os partidos de novo?????,0
128,álvaro dias ====&gt;ranço 😲 #debatenarecord,0
129,"@ricardosetti @rosangela_bolze quem sempre teve é o lula  né ,to vendo aonde ele está hoje.",0
130,franquia na cara do álvaro dias. chupa otário#debatenaglobo,0
131,"me dá uma tristeza ver um candidato tão foda como o boulos, com uma visão, idéias e planos de governo maravilhosos, aqui nesse país de loucos, insanos adoradores de um candidato podre, com uma campanha toda baseada na mentira...",1
132,mano daciolo é muito confuso,0
133,"o daciolo tá muito a vontade nem aí pra câmeras, tá mitando",1
134,daciolo tem que voltar pro monte imediatamente,1
135,"mano, o álvaro dias é o coringa sem maquiagem",0
136,conheça ciro comunista gomes de verdade https://t.co/drty1twoma,0
137,"@laixxxribeiro aí está o x da questão, ele não fala apenas sobre isso, é você quem olha somente para esse lado.  você viu a entrevista dele para a record hoje? eu não vi esse bolsonaro que só prega ódio como muitos dizem.",1
138,ciro 12 #cirosim #elenao — assistindo debate na record,1
139,geraldo alckmin não deu melhores salários para políciais e deixou o crime organizado tomar conta do estado de são paulo,0
140,@jovempannews qual foi a atitude da embaixada? nem um pedido de informação ao bolsonaro ou a comissão de ética.  esqueceram do registro do esfaqueador  do bolsonaro? informações aparecem e desaparecem de forma estranha,0
141,bolsonaro tem uma mensagem ao povo brasileiro. 🇧🇷👍 https://t.co/ao3ewnjfny,1
142,jair bolsonaro é a favor do escola sem partido #estoucombolsonaro https://t.co/x6v2dvwrmi,1
143,"o @meirelles usou o tema saneamento pra se exaltar? pqp, todos sabiam que era o candidato natimorto, mas não precisa deixar tão obvio né. transposição sf é outra coisa candidato. saneamento tem a ver com os rios que viraram esgotos a céu aberto!  #gazetaestadaojp",0
144,"""jogarem as mulheres contra mim"" - bolsonaro  #debateredetv #eleicoes2018",0
145,"ciro já foi deputado estadual por duas vezes, sendo líder do governo. foi prefeito de fortaleza (recebendo prêmio da onu por combate à mortalidade), governador do ceará (o mais popular do brasil na época)... #tsunamiciro #ciro12 #eleições2018",1
146,"vamos assistir à entrevista de bolsonaro na record às 22 horas, em vez de assistir ao debate pobre, com candidatos esquerdistas que trocarão gentilezas, na globo. vamos derrubar a audiência da globo. #bolsonaronarecordtv",1
147,em torno de ciro está se formando um círculo imenso de democratas anônimos e aguerridos  #debatesbt #ciro12 #cironosbt,1
148,@moura_101 boulos é o mingau do mundo bizarro. https://t.co/4uefndpgde,0
149,"há sinais bem claros que a globo está começando a se inclinar para a candidatura bolsonaro. tiraram o pé do jn em diante. uma nova aliança pode estar surgindo aí, saindo do neoliberalismo progressista para um populismo autoritário com economia liberal.",1
150,"filhos de militar, o militarismo sustentou os filhos, o militarismo pagou a faculdade, o militarismo comprou roupa, o militarismo fez tudo, chega na época da eleição tu acha que esses filhos vão votar em quem???? em quem é contra o militar? não caralho. é bolsonaro!!",1
151,precisamos admitir que toda vez que o ciro fala no #debateband só conseguimos lembrar de: https://t.co/xwhidipped,1
152,ole leleleoo ciro ciro!! #debateband,1
153,"eram desses debates que vocês diziam que o bolsonaro ""fugia""? isso não é debate, é sonífero! #estoucombolsonaro",1
154,"se eu estivesse no #debateband perguntaria ao alckmin: ""e a merenda? comeu?""",0
155,"bolsonaro fazendo o chaves:  ""essa é muito fácil, faz outra mais dificil""",1
156,ou você apoia o bolsonaro ou você usa maconha os dois juntos não da criança,1
157,mas aquele 99% é totalmente boulos https://t.co/juxvpqbzqw,1
158,"onu não palpita sobre a morte de milhares de policiais, cidadãos de bens no brasil. agora sobre presidiario lula isso sim é assunto da onu! https://t.co/uy7lzu5hcl",0
159,fila de desempregados em são paulo! culpa do desgoverno temer/psdb! https://t.co/1csaksei1r,0
160,sério que a marina citou jânio quadros ??? kkkkkkkkk,0
161,#ciro diz que se o brasileiro está acordado até agora é pq não desistiu do brasil. recomenda sabedoria e fala de deus.,1
162,"@luciano_hang ciro gomes quer controlar a população, ""controle social"", igual na china, isso é a pior coisa, é uma ditadura. regresso da humanidade",0
163,#joaonosdebates o povo brasileiro precisa estar informado sobre o partido novo. a tv não pode deixar de convidar o candidato joão amoêdo. https://t.co/pbslhrgakw,1
164,acho que o alvaro dias tomou uísque pra tá assim todo perdido #debatenaglobo #eleições2018,0
165,"@william_castro quem é esse mesmo? kkkk ainda tem cara de brabo, parece que é irmão do ciro!",0
166,"#haddadé13 não está no vietnã, aqui a militância é real, sô!!!!",0
167,"eu escuto ""psol"" e só me vem a cabeça as festas de dce da uff, em niterói todo político esquerdista vem de lá",0
168,o boulos aparou a barba e cortou o cabelo ficou tudo simetrico ta gatinho,1
169,daciolo falando dele mesmo em terceira pessoa é lindo de mais,1
170,"pergunta fácil pro bolsonaro, vai só acusar e falar nada com nada. #debateredetv",0
171,"caralho daciolo, meu voto é seu",1
172,"#ciro12 #gazetaestadaojp  motivos pra votar em ciro gomes #12:  é ficha limpa, nunca respondeu a nenhum inquérito de corrupção ou improbidade em 38 anos de vida pública. recusou 3 aposentadorias que tinha direito (economia de mais de 80 mil reais mensais aos cofres públicos)",1
173,tem que ter muita coragem pra defender as coisas que o bolsonaro diz sério drx pq não é possível nao,0
174,"meireles me dá agonia, parece que vai desmaiar a qualquer momento. #debatenarecord #eleicoes2018",0
175,só essa semana eu ouvi três pessoas dizendo que vão votar no amoedo. acho que os menos de 6% dele tão concentrados na região da paulista,1
176,eu não aguento mais ouvir a voz do alckmin,0
177,boulos pisa muito pqp #debatesbt,1
178,marina foi para o debate e não para a baixaria  prioridade são as propostas para o país!,1
179,@katiaabreu a direita toda louca querendo tirar haddad do segundo turno. é o encarceirado mesmo que domina a eleição. aceite!,0
180,caralho eu amo muito uma mulher chamada marina e não é a presidenciável https://t.co/c8h2meb4ha,1
181,"@cirogomes lindíssimo, falou tudo! hoje decidi que vai ser ciro ☝🏼✌🏼!",1
182,edir macedo vai apoiar bolsonaro https://t.co/obzpujutnx,1
183,eu to em choque o daciolo é a favor das cotas raciais e sociais puta que pariu que homem é esse #debatesbt,1
184,"o bolsonaro agora   /﹋\ (҂`_´) &lt;,︻╦╤─ ҉ -—---💥 /﹋\.",1
185,o boulos fala mt bem,1
186,@folha bolsonaro mito denovo,1
187,eu quero o daciolo no debate pra jaaaá,1
188,a record poderia aproveitar o intervalo para cancelar o convite do daciolo. já chega,0
189,eu vi a hora que o ciro ia mandar um rap ali,1
190,"@otaviocacador disse o que realmente pensa. ato falho revelador. esse o meirelles. não chama, #taxaomeirelles .",0
191,"bolsonaro reclamou da ""analise critica"" que é ensinada nas escolas?#debateredetv",0
192,como o daciolo vai duhsaudaijdkalmdamda,1
193,o meirelles parece eu quando decorava tudo pra falar na hora de apresentar o trabalho,0
194,#debateband  que jantada do meireles,1
195,agora o psol renega a dilma??,0
196,até parece que o alckmin vive com apenas 5 mil reais,0
197,eu sinto uma vergonha alheia enorme quando o daciolo começa a falar bicho,0
198,"minha vó falou que vai votar no ciro, estou muito emocionada que pelo menos uma pessoa da minha família se salva",1
199,"óbvio que as pessoas pesquisam mais sobre o bolsonaro, ele é o mais polêmico q fala mais bosta",0
200,"marina tbm é muito foda gente , desculpa ! #debatenaglobo",1
201,esse boulos tem cara de retardado,0
202,"gente q vergonha, haddad é uma vergonha... serio",0
203,"""a democracia é uma delícia.""- daciolo",1
204,cadê o amoêdo no debate? porra,1
205,@canaldootario bolsonaro não sabe que medicamento é droga. e fosfo não funciona. hahaha,0
206,ai a marina parece tao humilde ela n parece q vai roubar o brasil,1
207,"@cyrusafa cara, não dá para ficar julgando assim, não por mal. por mais que alckmin é liso nas respostas, acho que esta parte não se pode ignorar.  em tempos: https://t.co/93fdxsqfin",0
208,"@hernanebrocad0r @thiagoareias @pelaipedadepre @milvezesfla há também uma espécie de consenso de que boulos é uma candidatura para o futuro. só tem 36 anos. é semear, primeira candidatura da vida do cara.",1
209,já contei 19 mentiras faladas contra o bolsonaro.,0
210,o ciro tava com sonda coitado,1
211,400 mil seguidores de bolsonaro no twitter são robôs | revista fórum https://t.co/yarf8dzn7y,0
212,"as pessoas pensam ""aí não vou votar na marina pq ela não ganha"" gente se vcs não votarem nela, aí mesmo ela não ganha né, deixa de medo e se agarra na mãe natureza",0
213,"já pode dizer que esse papinho de ""vou governar sem partido, só com os melhores"" da marina é combustível para o clima anti-politico ou ainda é cedo?",1
214,"mas e aí ciro, vai acabar ou não? #debateredetv",0
215,man o ciro kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk palhaço de circo,0
216,"eu achei que essa campanha eleitoral ia ser muito chata, mas as emissoras serão obrigadas a convidar o cabo daciolo para todos os debates.",1
217,@exame bolsonaro disse que não vai perseguir vocês da mídia apenas vai dar o que vocês merecem kkkkkk por isso o desespero em inventar fake news,1
218,"iniciamos o ""mutirão do ciro"". pegue um tarefa é trabalhe duro. força camaradas! o clima da mudança depende da gente. eu acredito! vamos virar esse jogo e salvar o brasil do ódio. ciro presidente e é urgente!",1
219,@len_brasil @tsejusbr só podem fazer censura prévia ao lula,1
220,"alvaro dias é a anitta se pronunciando, fala fala e não diz nada. #debatesbt",0
221,bolsonaro 2018!! — sai daqui seu encéfalo! https://t.co/4biacegu4y,1
222,meu coração agora está dividido entre alok e ciro gomes,1
223,cadê o haddad ou a manú??? #debateband,1
224,o álvaro dias tá perdido no debate imagina coordenando um país...,0
225,"#debateredetv guilherme boulos, esquece",0
226,vcs acha haddad bonito? 😙,1
227,"@rafinhamedeiro_ papel da minha mulher é transar comigo (ciro, o fascista)",0
228,"@wagnercabbral la eles nao deixam todos, acho q nem o boulos n entra",0
229,vou votar no daciolo tá decidido,1
230,segura essa haddad,0
231,as respostas do bolsonaro não tem coerência nenhuma com as perguntas mano kkkkkkkk tu eh loco ja to começando a achar que ele é comediante e ta zuando nessa de ser presidente,0
232,ciro e geraldo acham q alemanha e brasil é mesma coisa igualzinho,0
233,daciolo é um ícone kakakkaka #ovotonarecord,1
234,daciolo se comparo com o oscar kskskskskskskkaksksksks,1
235,ué só postei um stories com a camiseta do bolsonaro e já perdi 11 seguidores kkkkk #pas  #elesim,1
236,o unico que pode romper essa barreira é jair bolsonaro,1
237,efeito bolsonaro. (^^) https://t.co/rmzd1kxpn7,1
238,adicionei um vídeo a uma playlist @youtube https://t.co/va4aqs7xa1 globo foi tentar destruir bolsonaro e se da mau! veja!,0
239,"eu tava com saudade do daciolo, real #ovotonarecord",1
240,gente. o ciro gomes usou alguma coisa que não bateu legal #debateredetv,0
241,"aiii #boulos, o xuxu ainda insiste em dizer mentiras. o pt não escolheu o projeto de governo de temer. para de ser vigarista",0
242,meirelles diz que não é político e relembra sua carreira trabalhando em bancos #eleicoes2018 https://t.co/99tyotrvut,1
243,amei!!! boulos arrasou,1
244,"""são no meu estado, o ceará"" de fato, né ciro",1
245,gente kkk cabo daciolo melhor candidato,1
246,alguém avisa o bolsonaro,1
247,@correio como não gostar do daciolo?! mitou!!!,1
248,eu fico imaginando o que se passa na cabeça do daciolo enquanto o cara responde,0
249,"kkkkkkkkkkk bolsonaro em: meus privilégios, ninguém sai",1
250,álvaro dias tá a cara do johnny cash. #debateband,0
251,"#debatenarecord ciro e seu programa para banqueiro rir que é pagar as dividas, já colocadas em fundo perdido, dos endividados e jogar a conta para o bb e a cef!!!",0
252,ciro vai xingar todo mundo de filho da puta hoje? #debatesbt,0
253,"bolsonaro também já fez esse debate, quando tentou explodir bombas em unidades militares 🤔",0
254,os candidatos combinaram de meter o pau no bolsonaro kkkkkkkk,0
255,voltando do prêmio ontem ainda fui obrigado a ir até em casa ouvindo o uber tentando me convencer de que o o bolsonaro é a melhor escolha pro brasil nem avaliei pq não tinh estrelas negativas,0
256,como não existe essa imagem bolsonaro? tem vídeo vc falando que a mulher tem que ganhar menos pq tem filhos... #debateredetv,0
257,"porque ele tem o que dizer, e seus adversários sabem disso.  #cironaband  #ciropresidente12 https://t.co/it6nfjbkpl",1
258,boulos adora um trocadilho...50 tons de temer...hahahaha #ovotonarecord #debatenarecord,1
259,"debate bosta demais, o daciolo foi o único que salvou a noite, o resto só sinto desprezo",0
260,tudo que o daciolo fala no final tem: para honra e glória do senhor jesus. eu sempre falo: amém kkkkkkkk,1
261,eu vou rir tanto se o bolsonaro perder,0
262,marina .... esta na guerra tiro p todo lado ..ela quer tirar a poeira dos moveis kkkkkkk #j10,0
263,"e jair bolsonaro segue apontando armas para os trabalhadores, para as mulheres, juventude e a população negra #gazetaestadaojp https://t.co/ewb2orutjc",0
264,ninguém mais chama o meirelles,0
265,acho que a única coisa que falta pro ciro sou eu https://t.co/r45qfbj3vu,0
266,"pessoal do górpi, henrique meirelles tá com 2 de life. quem votar nele, prestenção no vice. #debatenaband",0
267,mas tchê o boulos tá acompanhando o debate de área vip,0
268,"@monicawaldvogel ciro, paga minhas ""conta"".",1
269,"@danilogentili enquanto isso tem ""humorista"" putinho pq o patrão apoiou o bolsonaro 🤣🤣🤣",0
270,"tá anotado viu? 51% dos votos da eleição serão do próximo presidente, cabo daciolo. para honra e glória do nosso senhor jesus cristo.  #debatenarecord",1
271,carta aos brasileiros do ciro gomes quando que vai vim,1
272,cnj inicia julgamento em que moro é acusado de violar constituição com áudio de lula e dilma https://t.co/z52pfmaxui,0
273,"vai com o haddad, e leva. teremos q escolher entre um traste e um bandido !!!",0
274,"cirão ladrão, roubou meu coração.  #debatenaglobo #ciro12",1
275,"gente, o jornalista falou de bombeiros, e daciolo falou de caminhoneiros, é isso mesmo, produção? #debateredetv",0
276,o alckmin querendo biscoitar em cima do protesto das mulheres ontem ninguém merece,0
277,só a voz dessa marina me irrita,0
278,"""candidato bolsonaro pediu no intervalo o direito de resposta por ter sido chamado de milionário"" meu deus nunca quis tanto ser xingado na vida #debateredetv",0
279,cirão é disparado o melhor. dale #ciro12 presidente.,1
280,haddad vc tem tudo pra massacrar ele,1
281,"meirelles rindo dos ""50 tons de temer"" foi a melhor cena do #debateband",1
282,@rbfilipe cade o lula,0
283,fala mt bem o menino boulos #gazetaestadaojp,1
284,@finisvi @franklinsmreal @folha descreveu bem o bolsonaro.,1
285,"achei que no final o repórter ia dizer ""em nome do pai, do filho e do espírito santo"" depois de ouvir o daciolo falando. mas foi só um ""em nome da redetv"" #debateredetv",0
286,combate às drogas pra boulos gozei,1
287,#haddadénão! raddard de cu é rola. fora!!!,0
288,bicho o pulmão do alvaro dias tá funcionando é na base da reza,0
289,bora subir a tag #bolsonaronaband,1
290,@anacarolinars aka dream team sabotado pelo lula,0
291,tse vai suspender horário eleitoral de toda a coligação se lula continuar aparecendo como candidato,0
292,ja pensou se o daciolo ganha no primeiro turno do nada kkkk,1
293,só eu colocaria adelson carvalho no lugar de álvaro dias? superior demais!  joooovem joooovem......,0
294,o jeito de meirelles falar me lembra dilma kk #debatedarecord,0
295,marina silva só fala bosta como q pode,0
296,meudeus o daciolo tá mt pistola,1
297,o incrível são os eleitores zumbis do bolsonaro comemorando a ação dos robôs que elevaram a hashtag: #estoucombolsonaro  #debateband https://t.co/liztniexag,0
298,globo nojenta😝 não gosta de escutar as grandes verdades😏 tirou o cabo daciolo do debate #globolixo,0
299,ai cala a boca bolsonaro kkkkkkkkkkkk,0
300,infelizmente ainda tenho certos sentimentos pelo ciro,1
301,se o ciro for pro segundo turno ganha meu voot #debateredetv,1
302,ciro falando da katia a não,0
303,ngm chama o ciro com medo de ser esmurrado pelo ícone   #debatenaglobo https://t.co/rnwcv7khzj,1
304,bluógueirinha #boulosnaband #debateband,1
305,"memorável momento do time de lula no encontro de lideranças com    pelegrino e rosemberg, junto com a prefeita moema gramacho em lauro de    freitas. unindo forças por um #obrasilfelizdenovo!  #lulamacieleopovo  #lulamaciel #laurodefreitas #bahia #pt  #partidodostrabalhadores https://t.co/k0qkefbtht",1
306,#debatesbt  deveria estar preso lugar  de lula  que negou um emprestimo  socorro  financeiro  encanda-lo banco pan americano do patrão os familiares emitaram mais telesena que poderia ser resgatada uma fraude de r$ 7.000.000.000 bilhoes de reais faliu aos 80 anos silvio santos https://t.co/i4iqlmw9vg,0
307,vaquinha pra pagar umas sessões de terapia psicológica pro cabo daciolo,0
308,cabo daciolo vai ser escada pro andrade hoje?,0
309,@veramagalhaes alckmin falando de educação básica?!? pergunte para professores da rede estadual o q eles acham dele !! rsrs..,0
310,"@vinistupido não está ali, mas vai concorrer à presidência, e acho que é o único que pode barrar o bolsonaro.",0
311,"boulos é foda, sem mais.",1
312,eu quero é que bolsonaro se lasque,0
313,"caralho, os cara tão focado em falar do bolsonaro no debate",1
314,haddad nunca fala nada demaos vcs forçam mt ele credo #debateglobo,0
315,existe o risco real do pt voltar ao poder e do chefe da quadrilha receber indulto.  não me furtaria de votar no bolsonaro para impedir isso.  fui para as ruas incontáveis vezes para tirar essa quadrilha do poder.  não aceito que nossa bandeira seja vermelha.   pt nunca mais,0
316,a cara do boulos pa atrás ahahahahahahahah representou a tds nós,1
317,confuso daciolo pela honra e glória do senhor jesus cristo,1
318,esse alvaro dias não já fez um quadro na praça é nossa não?,0
319,"cabo daciolo se não dê realmente certo na política, pode virar comediante...",1
320,"""a hipocrisia da marina e muito grande...""",0
321,a pergunta que não quer calar: alguém chama o meireles??? #debatenaglobo,0
322,ninguém pode dizer que o daciolo é um cara sem fé!   *rindo de nervoso*,1
323,@anarcobs se eu fosse o amoêdo teria vergonha de fazer esse papel ridículo,0
324,"haddad ontem em um comício falou: ""neste bolso, nunca entrou dinheiro desonesto!""  o bêbado gritou: ""calça nova, hein, vagabundo?!?!""  tá parei... rsrsrs  desculpa, gente! não aguentei! kkkkkkkkkkkk",0
325,marina boa,1
326,"depois dessa crítica às terras inutilizadas e do posicionamento do haddad contra a agropecuária, que são duas pautas que eu me preocupo muito, meu voto é dele",1
327,chamou o haddad de teleguiado kkkkkkkk #debatesbt,0
328,@o_antagonista criminoso condenado em 2a. instância e além do mais reincidente merece ter crédito no que fala a reapeito de bolsonaro?,0
329,"50 tons de temer. (boulos, guilherme). essa foi excelente!",1
330,"outro padre chega para almoçar  e já para puxar assunto inicia zombando do atentado contra bolsonaro, dizendo que é armação! eu: sou eleitor dele! 😒 ele: mas como vai votar nele? 🤔 eu: digitando 17 na urna! 😎👉👉",1
331,"crl, marina fala mas eu só consigo ver isso https://t.co/psgi5p6ofi",0
332,boas as perguntas dos jornalistas. pena q os candidatos como marina e bozzo sempre respondem o que foi ensaiado antes. música de uma nota só.,0
333,"daciolo eh aqueles q rodopia no fogo do espírito santo quando toca divisa de fogo varão de guerra, ele desceu na terra, ele chegou pra guerrear",0
334,"radical de esquerda é pstu porra, é votar contra burguês psol afirma que categorias profissionais liberais são oprimidas pelo sistema pstu vai mandar profissional liberal tomar no meio do seu cu privilegiados do caralho perceba a diferença",0
335,mulher apoiando bolsonaro é o mesmo que judeu aplaudir o nazismo,0
336,por causa dessas coisas que precisamos dar bolsonaro neles!!! https://t.co/faewyrgaqs,1
337,o cabelo da marina está tão lindo,1
338,"@lecitiasevedo eu vou tentar usar ""lula livre"" para ser se o corno me dá uma nota boa",0
339,gnte o ciro surtooooooooooo,0
340,sou mulher e sou bolsonaro. 🇧🇷 #elesim #bolsonaro2018,1
341,#bolsonaronaband o twitter viu que não tem como segurar o bolsonaro!  se não podemos ir de tags #bolsonaronaband iremos de #capitãonaband,1
342,o #debateredetv deve começar em instantes. produção decidiu retirar um púlpito vazio que estava destinado ao ex-presidente lula (pt),0
343,@sejehomi e o meirelles? zzzzzzzzzz,0
344,alvaro dias dizendo que sempre lutou pela verdade e etc. mas ele não fala que é um dos responsáveis pelos nomes dos ministros que estão emporcalhando o stf. #debatesbt,0
345,debate sem daciolo é golpe!!!!! #debatenarecord,0
346,se eu fosse o bolsonaro eu ia ficar pistola tbm,0
347,agora debate com os presidênciaves. #cironarecord  agora é ciro presidente,1
348,"@michelpcastro @cmerigo não existe outro alvo, se é direitistas, pronto, leva chumbo, se for bolsonarista, seus posts nem saem do local!! assim é a esquerdalha, fazendo de tudo para calar bolsonaro! quem são os ditadores?",0
349,"com o pt ou bolsonaro o brasil vai continuar com a mesma lógica desigual, não vai haver reforma tributária, reforma urbana, vamos continuar sendo esse país injusto e desigual. só com projeto de desenvolvimento poderemos avançar e ser uma nação que ofereça uma vida digna a todos!",0
350,@waltervianacom palhaçada né... se o bolsonaro não tá pra se defender nem podiam ficar mentindo desse jeito,0
351,gif da marina com batom de beterraba na minha tl agora porfaaaaa,0
352,o cabo daciolo tá nesse debate? cadê ele,1
353,marina chamando o bolsonar de amarelão hahahahahahahahaha,0
354,"candidato do psol falando que eles ""fazem uma política diferente""   kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk  remember ""oposição à esquerda?"" this is him now. feel old yet?",0
355,"vei jsdkkssl se eu participasse de um debate ia ser 100% igual o boulos, só segurando os riso",1
356,ciro gomes deu uma chinelada no bozonaro kkkk #debateband,0
357,@marqueszero lula,1
358,faltou o lula no debate hahahahaha. #debateband,1
359,ciro anjo do pop #debatenarecord,1
360,#junteseaobolsonaro ou é jair ou já era!!!  👇👇👇👇👇👇👇👇,1
361,marina só no #tarndafoat,1
362,o alckmin começa a falar e eu simplesmente cries in cptm language,0
363,"marina, me bota nesse renda jovem ae, nunca te pedi nada, só um emprego",1
364,"boulos fala com uma firmeza mas é meio engraçado ne, nao sei, o jeito dele falar parece que ja ta tudo friamente calculado mesmo nas minimas palavras kkkkk",1
365,cabo daciolo daria um excelente youtuber #debateredetv,1
366,seu tivesse uma máquina do tempo eu dava uma pílula do dia seguinte pra minha mãe,0
367,triste hoje 😪 pq durante 30 dias tentei convencer alguém a votar no bolsonaro e não consegui. pq todos já são bolsonaro.😂🤣,1
368,"""onde eles estavam qdo o #ptnuncamais roubava?"" @jairbolsonaro @bolsonarosp @carlosbolsonaro  #bolsonaropresidenteno1ºturno  #elesimeno1ºturno  #bolsonaro",1
369,gostoso delícia e ainda vota ciro 12 https://t.co/vtsombpsjz,1
370,"duração das transmissões de bolsonaro no facebook supera o tempo recomendado pelos médicos  recomendação é de só dez minutos, mas ele tem falado por 20 minutos  #eleições2018   https://t.co/3eejcfehjx",1
371,"""a democracia é uma beleza, mas ela tem certos custos"" - gomes, ciro - 2018  ahuahauhauhuahauhauhauhaua",1
372,"sr. alckmin, o sr eleito presidente da republica, enfiaria o dedo no cu do @ahvsfporra ou deixaria quieto?",0
373,"sempre que eu penso em desistir, eu lembro da marina silva",1
374,@moonsjoon ;-(((((((( afffff q sacooooo marina kaksksksksksksksss,0
375,pau no cu do alckmin e mais vinho na minha taça,0
376,ciro é vovô garoto,1
377,álvaro dias só tá passando vergonha kkkk aguento. não #debatenaglobo,0
378,boulos do mst e fim de carreira....,0
379,não acredito que ciro pediu pro bonner votar nele no meio do debate aaaaaaaaaa  #debatenaglobo https://t.co/ra1gvv6rzp,0
380,não aguento mais essa dobradinha mentirosa de ciro e alkimin. tudo farinha do msm saco.,0
381,#debatenaredetv lula 13,1
382,bolsonaro presidente é a última chance de o brasil voltar a ser um país decente. #votobolsonaro17 https://t.co/ikzq0kq0lq,1
383,"bonoro amarelou, amém marina",0
384,“em apenas 12 anos “ esse haddad é uma piada.,0
385,ai se fosse o lula ali ja ia mandar que tiraram a dilma pra engavetar a lava jato,0
386,eleitores do bolsonaro dançando ao som de here we are by ashley - ladies code https://t.co/6mmbowlqmg,0
387,nossa essa puxação de saco do ciro irrita,0
388,resumo do debate: bolsonaro!!! ele não está em corpo presente mas está no pensamento de todos.  #debatenarecord #somosbolsonaro17,1
389,"o canditado alvaro dias do podemos é muito parecido com o temer, tô achando seriamente que é ele",0
390,boulos beija a minha boca,1
391,"ciro não enrola em nenhuma pergunta, candidato preparado...",1
392,"@marinasilva marina, onde vc vai passar as suas próximas férias de 4 anos?",0
393,olha a gerdau psol......,0
394,véi o brasileiro tem q tirar o pt  independe se vão votar no bolsonaro ou não ..guarda seu voto pra vcs e deixem as outras pessoas escolherem o partido deles já era ..porra d ele não ele nunca 🖕,0
395,"""a solução para a nação brasileira se chama jesus cristo"" mas, ""eu não tô pregando religião"". daciolo é muito doido  #debateredetv",0
396,a marina kkkkkkk,0
397,"henrique meirelles por outro lado, tá exatamente como eu: morta faz tempo.",0
398,"#debateband"" candidato, qual sua proposta para educação?"" cabo daciolo: https://t.co/atqcyhn6hd",1
399,é impressão minha ou o gerador de memes eleitorais vulgo cabo daciolo está de molho e de escanteio na retaguarda hein #debateredetv,0
400,haddad é bonito né gente?,1
401,"@manueladavila a mulher foi roubada,repitam comigo r-o-u-b-a-d-a ,assim como muitos cariocas e brasileiros,isso não tem nada a ver com bolsonaro,isso tem a ver com a situação do país,que não tem segurança para porra nenhuma. então para de ser oportunista vice do vice de um presidiário",0
402,o álvaro dias parece que ta falando da catacumba #debatenarecord,0
403,qual será a boa do boulos hoje?,1
404,ataia álvaro dias #debateband,0
405,guilherme boulos está liderando os interesses de pesquisa,1
406,tinha q perguntar o que o bolsonaro acha de funcionários fantasmas #debateredetv,0
407,"eu não vou assistir esse debate de hoje, sem o daciolo vai ficar tedioso com aqueles caras punhetando um o outro. ""aí candidato, qq tu acha sobre o clima, tá que te né""",0
408,"a marina é a candidata mais inteligente disparadamente, mas não tem pulso p/presidência.",1
409,boulos mais sentado obrigada!  #ditaduranuncamais #debatenaglobo,1
410,"@g1 eles não discutiram nada, eles só falavam no bolsonaro. dia 07 é 17",0
411,meireles disse que o brasil não cresceu por causa das propostas dos candidatos?!,0
412,o alívio que eu to sentindo de não ter que ouvir o daciolo surtando,0
413,"eu não sei vcs, mas eu lagrimei com essa fala do boulos sobre a ditadura. tá fueda!",1
414,"próximo protesto eu vou ir mesmo q o próprio ciro venha me visitar, vou largar ele pra ir nisso. e vou levar a câmera",1
415,"se o bolsonaro for presidente deste país, grande parte da culpa será da esquerda, por dar tanto ibope pra esse palhaço.",1
416,"a poc beijou o ciro e o ciro devolveu o beijo!!!!!!!!!!!!!!!   esse cara é demais, bicho! #ciro12 https://t.co/2izcxl4ibw",1
417,"debate gazeta: alckmin, o hipócrita, defende aécio em pergunta sobre corrupção https://t.co/6yb7dyoxnq via @revistaforum",0
418,"pode entrar o novo presidente da república, vulgo: ciro gomes. #debateband https://t.co/si0cae8jb4",1
